DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202309;2;AC;49906;BB;142;1421991,10
202309;2;AC;10045;BRADESCO;16;90218,03
202309;2;AC;49944;BTG PACTUAL;7;37788,79
202309;2;AC;51626;CAIXA ECONÔMICA FEDERAL;84;248870,72
202309;2;AC;51884;INTER;4;12306,86
202309;2;AC;10069;ITAU;151;333897,03
202309;2;AC;30379;SANTANDER;233;1027317,93
202309;2;AC;51011;VOTORANTIM;17;64294,81
202309;2;AL;49906;BB;367;1917690,10
202309;2;AL;13009717;BCO DO EST. DE SE S.A.;1;3362,67
202309;2;AL;10045;BRADESCO;105;502908,60
202309;2;AL;49944;BTG PACTUAL;21;132834,28
202309;2;AL;51626;CAIXA ECONÔMICA FEDERAL;309;691722,92
202309;2;AL;51884;INTER;35;134482,05
202309;2;AL;10069;ITAU;1371;2973286,34
202309;2;AL;30379;SANTANDER;1259;4862290,24
202309;2;AL;51011;VOTORANTIM;46;148186,14
202309;2;AM;49906;BB;314;2518639,82
202309;2;AM;10045;BRADESCO;373;2495039,80
202309;2;AM;49944;BTG PACTUAL;21;153686,00
202309;2;AM;51626;CAIXA ECONÔMICA FEDERAL;223;442114,05
202309;2;AM;51884;INTER;25;89143,16
202309;2;AM;10069;ITAU;1311;3176167,92
202309;2;AM;30379;SANTANDER;2052;8615856,87
202309;2;AM;51011;VOTORANTIM;63;596996,53
202309;2;AP;49906;BB;225;2121383,88
202309;2;AP;10045;BRADESCO;19;188133,01
202309;2;AP;49944;BTG PACTUAL;6;34749,99
202309;2;AP;51626;CAIXA ECONÔMICA FEDERAL;64;148091,84
202309;2;AP;51884;INTER;14;48998,53
202309;2;AP;10069;ITAU;205;490666,87
202309;2;AP;30379;SANTANDER;414;1486853,79
202309;2;AP;51011;VOTORANTIM;11;59548,56
202309;2;BA;49906;BB;1558;11455996,41
202309;2;BA;10045;BRADESCO;693;3738035,79
202309;2;BA;49944;BTG PACTUAL;76;357937,08
202309;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1210;2084712,17
202309;2;BA;51884;INTER;129;566278,33
202309;2;BA;10069;ITAU;6864;15299853,98
202309;2;BA;30379;SANTANDER;8244;29709442,26
202309;2;BA;51011;VOTORANTIM;191;1266416,90
202309;2;CE;49906;BB;978;7045332,26
202309;2;CE;10045;BRADESCO;426;2947024,17
202309;2;CE;49944;BTG PACTUAL;41;175565,65
202309;2;CE;51626;CAIXA ECONÔMICA FEDERAL;708;1276069,72
202309;2;CE;51884;INTER;73;359363,32
202309;2;CE;10069;ITAU;4019;8963943,61
202309;2;CE;30379;SANTANDER;4279;17068515,26
202309;2;CE;51011;VOTORANTIM;156;781478,01
202309;2;DF;49906;BB;405;4391292,31
202309;2;DF;10045;BRADESCO;166;902132,48
202309;2;DF;49944;BTG PACTUAL;35;217515,46
202309;2;DF;51626;CAIXA ECONÔMICA FEDERAL;438;1032363,04
202309;2;DF;51884;INTER;56;344677,61
202309;2;DF;10069;ITAU;2253;6196866,22
202309;2;DF;30379;SANTANDER;2521;14454591,44
202309;2;DF;51011;VOTORANTIM;77;447945,12
202309;2;ES;49906;BB;288;1930176,07
202309;2;ES;10045;BRADESCO;154;1078596,58
202309;2;ES;49944;BTG PACTUAL;15;42593,50
202309;2;ES;51626;CAIXA ECONÔMICA FEDERAL;363;705163,35
202309;2;ES;51884;INTER;55;241071,37
202309;2;ES;10069;ITAU;1500;3534569,45
202309;2;ES;30379;SANTANDER;2048;8610185,73
202309;2;ES;51011;VOTORANTIM;93;512299,67
202309;2;GO;49906;BB;645;4531370,70
202309;2;GO;10045;BRADESCO;326;2092034,08
202309;2;GO;49944;BTG PACTUAL;42;238775,52
202309;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1056;2094997,46
202309;2;GO;51884;INTER;71;336370,26
202309;2;GO;10069;ITAU;3925;9509742,84
202309;2;GO;30379;SANTANDER;3660;15272971,32
202309;2;GO;51011;VOTORANTIM;163;1107318,09
202309;2;MA;49906;BB;1096;7652356,52
202309;2;MA;10045;BRADESCO;244;1208540,69
202309;2;MA;49944;BTG PACTUAL;26;217307,68
202309;2;MA;51626;CAIXA ECONÔMICA FEDERAL;336;549677,17
202309;2;MA;51884;INTER;28;122828,61
202309;2;MA;10069;ITAU;1436;3105378,51
202309;2;MA;30379;SANTANDER;1945;7408653,24
202309;2;MA;51011;VOTORANTIM;79;688348,17
202309;2;MG;49906;BB;1793;15809726,64
202309;2;MG;10045;BRADESCO;786;4448872,38
202309;2;MG;49944;BTG PACTUAL;107;679022,67
202309;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1912;3207587,89
202309;2;MG;51884;INTER;341;1397137,77
202309;2;MG;10069;ITAU;11015;25612229,74
202309;2;MG;30379;SANTANDER;11064;47323297,48
202309;2;MG;51011;VOTORANTIM;550;2955191,21
202309;2;MS;49906;BB;485;3637657,29
202309;2;MS;10045;BRADESCO;252;1913737,15
202309;2;MS;49944;BTG PACTUAL;16;105489,09
202309;2;MS;51626;CAIXA ECONÔMICA FEDERAL;303;533607,35
202309;2;MS;51884;INTER;21;145094,22
202309;2;MS;10069;ITAU;997;2472158,93
202309;2;MS;30379;SANTANDER;1790;8276218,97
202309;2;MS;51011;VOTORANTIM;151;1065514,75
202309;2;MT;49906;BB;531;4240391,68
202309;2;MT;10045;BRADESCO;199;1447104,96
202309;2;MT;49944;BTG PACTUAL;16;150234,67
202309;2;MT;51626;CAIXA ECONÔMICA FEDERAL;319;592706,72
202309;2;MT;51884;INTER;39;229059,22
202309;2;MT;10069;ITAU;1064;2642810,15
202309;2;MT;30379;SANTANDER;1525;8209095,62
202309;2;MT;51011;VOTORANTIM;117;841051,37
202309;2;PA;49906;BB;864;5864452,41
202309;2;PA;10045;BRADESCO;352;2272561,11
202309;2;PA;49944;BTG PACTUAL;38;331040,03
202309;2;PA;51626;CAIXA ECONÔMICA FEDERAL;541;886020,23
202309;2;PA;51884;INTER;53;165107,94
202309;2;PA;10069;ITAU;2255;4993557,34
202309;2;PA;30379;SANTANDER;2923;10902603,05
202309;2;PA;51011;VOTORANTIM;105;963398,34
202309;2;PB;49906;BB;497;3254825,38
202309;2;PB;10045;BRADESCO;188;939403,60
202309;2;PB;49944;BTG PACTUAL;28;64743,26
202309;2;PB;51626;CAIXA ECONÔMICA FEDERAL;315;580659,76
202309;2;PB;51884;INTER;32;103839,54
202309;2;PB;10069;ITAU;2094;5169950,27
202309;2;PB;30379;SANTANDER;1987;7779625,63
202309;2;PB;51011;VOTORANTIM;95;543735,02
202309;2;PE;49906;BB;786;4858100,53
202309;2;PE;10045;BRADESCO;484;3355313,71
202309;2;PE;49944;BTG PACTUAL;64;259596,45
202309;2;PE;51626;CAIXA ECONÔMICA FEDERAL;623;954212,62
202309;2;PE;51884;INTER;79;360937,79
202309;2;PE;10069;ITAU;5337;12177578,40
202309;2;PE;30379;SANTANDER;5631;23333453,82
202309;2;PE;51011;VOTORANTIM;133;744659,89
202309;2;PI;49906;BB;635;4169607,81
202309;2;PI;10045;BRADESCO;95;432312,09
202309;2;PI;49944;BTG PACTUAL;24;58431,75
202309;2;PI;51626;CAIXA ECONÔMICA FEDERAL;357;682396,73
202309;2;PI;51884;INTER;26;98649,74
202309;2;PI;10069;ITAU;1005;1993947,92
202309;2;PI;30379;SANTANDER;1096;4269621,10
202309;2;PI;51011;VOTORANTIM;55;330660,19
202309;2;PR;49906;BB;744;5324402,40
202309;2;PR;10045;BRADESCO;613;3722723,08
202309;2;PR;49944;BTG PACTUAL;78;660705,09
202309;2;PR;51626;CAIXA ECONÔMICA FEDERAL;1803;4003354,57
202309;2;PR;51884;INTER;106;485207,00
202309;2;PR;10069;ITAU;6835;18241420,42
202309;2;PR;30379;SANTANDER;6781;30086700,62
202309;2;PR;51011;VOTORANTIM;469;3105689,20
202309;2;RJ;49906;BB;1009;8008743,53
202309;2;RJ;13009717;BCO DO EST. DE SE S.A.;1;6162,61
202309;2;RJ;10045;BRADESCO;1401;9468116,98
202309;2;RJ;49944;BTG PACTUAL;148;894631,56
202309;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;1444;2602943,58
202309;2;RJ;51884;INTER;157;829127,13
202309;2;RJ;10069;ITAU;18247;43071366,12
202309;2;RJ;30379;SANTANDER;19825;89839518,65
202309;2;RJ;51011;VOTORANTIM;524;3512939,05
202309;2;RN;49906;BB;605;4593048,74
202309;2;RN;10045;BRADESCO;113;593660,20
202309;2;RN;49944;BTG PACTUAL;14;60528,93
202309;2;RN;51626;CAIXA ECONÔMICA FEDERAL;288;633049,22
202309;2;RN;51884;INTER;44;162854,44
202309;2;RN;10069;ITAU;1736;3810852,87
202309;2;RN;30379;SANTANDER;1756;7256481,43
202309;2;RN;51011;VOTORANTIM;90;438951,83
202309;2;RO;49906;BB;253;3005176,21
202309;2;RO;10045;BRADESCO;55;310935,60
202309;2;RO;49944;BTG PACTUAL;9;25349,27
202309;2;RO;51626;CAIXA ECONÔMICA FEDERAL;192;362692,60
202309;2;RO;51884;INTER;16;83554,36
202309;2;RO;10069;ITAU;342;867836,59
202309;2;RO;30379;SANTANDER;557;2872311,01
202309;2;RO;51011;VOTORANTIM;43;365271,17
202309;2;RR;49906;BB;136;1144900,35
202309;2;RR;10045;BRADESCO;15;128990,25
202309;2;RR;49944;BTG PACTUAL;4;13661,74
202309;2;RR;51626;CAIXA ECONÔMICA FEDERAL;56;147379,20
202309;2;RR;51884;INTER;5;44723,51
202309;2;RR;10069;ITAU;220;442753,69
202309;2;RR;30379;SANTANDER;310;824365,14
202309;2;RR;51011;VOTORANTIM;12;102659,76
202309;2;RS;49906;BB;692;4561227,03
202309;2;RS;10045;BRADESCO;279;1714212,50
202309;2;RS;49944;BTG PACTUAL;76;488761,39
202309;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1749;3879295,27
202309;2;RS;51884;INTER;72;346372,48
202309;2;RS;10069;ITAU;4508;10075360,18
202309;2;RS;30379;SANTANDER;6285;25276193,22
202309;2;RS;51011;VOTORANTIM;313;1914804,19
202309;2;SC;49906;BB;684;5301954,59
202309;2;SC;10045;BRADESCO;286;2199447,43
202309;2;SC;49944;BTG PACTUAL;52;528870,38
202309;2;SC;51626;CAIXA ECONÔMICA FEDERAL;1101;2585162,78
202309;2;SC;51884;INTER;50;195800,90
202309;2;SC;10069;ITAU;3132;7988360,41
202309;2;SC;30379;SANTANDER;3385;15316620,01
202309;2;SC;51011;VOTORANTIM;349;2625848,77
202309;2;SE;49906;BB;236;1391270,26
202309;2;SE;13009717;BCO DO EST. DE SE S.A.;104;578089,76
202309;2;SE;10045;BRADESCO;56;219046,04
202309;2;SE;49944;BTG PACTUAL;9;34133,79
202309;2;SE;51626;CAIXA ECONÔMICA FEDERAL;220;304293,57
202309;2;SE;51884;INTER;11;80264,52
202309;2;SE;10069;ITAU;883;1917437,88
202309;2;SE;30379;SANTANDER;899;3382681,43
202309;2;SE;51011;VOTORANTIM;41;139275,54
202309;2;SP;49906;BB;3407;24777597,55
202309;2;SP;13009717;BCO DO EST. DE SE S.A.;2;10144,96
202309;2;SP;10045;BRADESCO;4202;25554343,57
202309;2;SP;49944;BTG PACTUAL;486;3279184,85
202309;2;SP;51626;CAIXA ECONÔMICA FEDERAL;4430;8263922,75
202309;2;SP;51884;INTER;582;2922866,57
202309;2;SP;10069;ITAU;41691;107300733,71
202309;2;SP;30379;SANTANDER;46448;214488329,83
202309;2;SP;51011;VOTORANTIM;2159;12487718,86
202309;2;TO;49906;BB;262;2098833,10
202309;2;TO;10045;BRADESCO;78;679083,58
202309;2;TO;49944;BTG PACTUAL;6;36191,19
202309;2;TO;51626;CAIXA ECONÔMICA FEDERAL;141;298186,21
202309;2;TO;51884;INTER;14;74673,71
202309;2;TO;10069;ITAU;268;487169,34
202309;2;TO;30379;SANTANDER;392;1481612,82
202309;2;TO;51011;VOTORANTIM;32;177943,72
202310;1;AC;51750;BANCO SICOOB;1;434,02
202310;1;AC;49906;BB;57;34514,41
202310;1;AC;30290;BMG;39;30441,56
202310;1;AC;10045;BRADESCO;25;13457,78
202310;1;AC;49944;BTG PACTUAL;70;54008,57
202310;1;AC;52072;C6 BANK;7;3372,69
202310;1;AC;51626;CAIXA ECONÔMICA FEDERAL;57;41330,88
202310;1;AC;51884;INTER;177;129014,56
202310;1;AC;10069;ITAU;21;16203,59
202310;1;AC;52058;NUBANK;377;235431,58
202310;1;AC;30379;SANTANDER;41;26905,06
202310;1;AC;3632872;SICOOB CREDISUL;2;3118,90
202310;1;AC;51011;VOTORANTIM;3;2978,62
202310;1;AL;51750;BANCO SICOOB;2;2103,80
202310;1;AL;49906;BB;116;65633,94
202310;1;AL;30290;BMG;169;140563,32
202310;1;AL;10045;BRADESCO;124;90326,96
202310;1;AL;49944;BTG PACTUAL;311;228999,09
202310;1;AL;52072;C6 BANK;35;17426,49
202310;1;AL;51626;CAIXA ECONÔMICA FEDERAL;189;109527,78
202310;1;AL;51884;INTER;734;543542,56
202310;1;AL;10069;ITAU;160;110481,14
202310;1;AL;52058;NUBANK;968;604597,91
202310;1;AL;30379;SANTANDER;116;82195,06
202310;1;AL;51011;VOTORANTIM;11;11360,30
202310;1;AM;51750;BANCO SICOOB;1;410,28
202310;1;AM;49906;BB;76;39860,94
202310;1;AM;30290;BMG;203;203177,56
202310;1;AM;10045;BRADESCO;424;311456,56
202310;1;AM;49944;BTG PACTUAL;441;343828,73
202310;1;AM;52072;C6 BANK;49;41053,90
202310;1;AM;51626;CAIXA ECONÔMICA FEDERAL;215;160873,71
202310;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1229,59
202310;1;AM;51884;INTER;962;772823,86
202310;1;AM;10069;ITAU;276;210351,97
202310;1;AM;52058;NUBANK;1686;1151725,47
202310;1;AM;30379;SANTANDER;255;172308,06
202310;1;AM;5203605;SICOOB AMAZÔNIA;1;242,13
202310;1;AM;51011;VOTORANTIM;12;6225,29
202310;1;AP;49906;BB;39;19722,71
202310;1;AP;30290;BMG;30;26027,28
202310;1;AP;10045;BRADESCO;26;20287,37
202310;1;AP;49944;BTG PACTUAL;63;49991,32
202310;1;AP;52072;C6 BANK;14;7507,43
202310;1;AP;51626;CAIXA ECONÔMICA FEDERAL;22;12831,85
202310;1;AP;51884;INTER;124;84862,49
202310;1;AP;10069;ITAU;30;18269,23
202310;1;AP;52058;NUBANK;258;144888,88
202310;1;AP;30379;SANTANDER;29;15686,30
202310;1;AP;51011;VOTORANTIM;1;1058,74
202310;1;BA;51750;BANCO SICOOB;5;2924,84
202310;1;BA;49906;BB;523;292278,46
202310;1;BA;30290;BMG;700;564153,71
202310;1;BA;10045;BRADESCO;943;610977,32
202310;1;BA;49944;BTG PACTUAL;1415;1083959,14
202310;1;BA;52072;C6 BANK;200;117702,22
202310;1;BA;51626;CAIXA ECONÔMICA FEDERAL;674;458355,39
202310;1;BA;4174720;CC SICOOB COOPEMAR;2;465,87
202310;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;496,42
202310;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;973,13
202310;1;BA;2876918;CC SICOOB NORTE SUL;2;1241,14
202310;1;BA;51884;INTER;2890;2101093,34
202310;1;BA;10069;ITAU;728;553697,65
202310;1;BA;52058;NUBANK;4341;2710390,12
202310;1;BA;30379;SANTANDER;699;496259,27
202310;1;BA;73398646;SOC CC SICOOB COOPERE;4;3408,89
202310;1;BA;51011;VOTORANTIM;49;44426,28
202310;1;CE;51750;BANCO SICOOB;1;346,99
202310;1;CE;49906;BB;441;273500,30
202310;1;CE;30290;BMG;646;548582,92
202310;1;CE;10045;BRADESCO;938;672834,02
202310;1;CE;49944;BTG PACTUAL;1259;999749,47
202310;1;CE;52072;C6 BANK;154;93783,73
202310;1;CE;51626;CAIXA ECONÔMICA FEDERAL;628;430935,88
202310;1;CE;51884;INTER;2852;2133004,64
202310;1;CE;10069;ITAU;532;404919,47
202310;1;CE;52058;NUBANK;4268;2814489,19
202310;1;CE;30379;SANTANDER;650;492006,11
202310;1;CE;51011;VOTORANTIM;51;43141,15
202310;1;DF;51750;BANCO SICOOB;10;5116,89
202310;1;DF;49906;BB;192;106373,47
202310;1;DF;30290;BMG;280;230189,10
202310;1;DF;10045;BRADESCO;150;98816,35
202310;1;DF;49944;BTG PACTUAL;476;366919,72
202310;1;DF;52072;C6 BANK;94;61410,96
202310;1;DF;51626;CAIXA ECONÔMICA FEDERAL;175;115072,88
202310;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;193,48
202310;1;DF;51884;INTER;1220;910746,95
202310;1;DF;10069;ITAU;260;201459,67
202310;1;DF;52058;NUBANK;1675;1078302,64
202310;1;DF;30379;SANTANDER;257;186351,11
202310;1;DF;51011;VOTORANTIM;7;8724,71
202310;1;ES;51750;BANCO SICOOB;24;23904,20
202310;1;ES;49906;BB;89;58122,59
202310;1;ES;30290;BMG;200;170971,26
202310;1;ES;10045;BRADESCO;137;94006,60
202310;1;ES;49944;BTG PACTUAL;360;279838,51
202310;1;ES;52072;C6 BANK;38;21979,84
202310;1;ES;51626;CAIXA ECONÔMICA FEDERAL;213;136284,71
202310;1;ES;51884;INTER;895;642576,39
202310;1;ES;10069;ITAU;218;158838,80
202310;1;ES;52058;NUBANK;1176;735782,48
202310;1;ES;30379;SANTANDER;237;188117,42
202310;1;ES;51011;VOTORANTIM;13;12074,08
202310;1;GO;51750;BANCO SICOOB;10;8290,70
202310;1;GO;49906;BB;138;77445,37
202310;1;GO;30290;BMG;326;268531,19
202310;1;GO;10045;BRADESCO;248;159972,64
202310;1;GO;49944;BTG PACTUAL;675;545508,63
202310;1;GO;52072;C6 BANK;90;60706,89
202310;1;GO;51626;CAIXA ECONÔMICA FEDERAL;310;180189,87
202310;1;GO;33579731;CCLA CENTRO-SUL GOIANO;2;1542,89
202310;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;610,26
202310;1;GO;51884;INTER;1357;1036115,53
202310;1;GO;10069;ITAU;423;302966,62
202310;1;GO;52058;NUBANK;1992;1220743,45
202310;1;GO;30379;SANTANDER;282;189178,97
202310;1;GO;51011;VOTORANTIM;16;13680,97
202310;1;MA;51750;BANCO SICOOB;2;967,11
202310;1;MA;49906;BB;283;140975,59
202310;1;MA;30290;BMG;215;174903,72
202310;1;MA;10045;BRADESCO;256;156845,34
202310;1;MA;49944;BTG PACTUAL;351;260266,08
202310;1;MA;52072;C6 BANK;54;32466,93
202310;1;MA;51626;CAIXA ECONÔMICA FEDERAL;213;145295,89
202310;1;MA;51884;INTER;878;630151,82
202310;1;MA;10069;ITAU;166;109968,70
202310;1;MA;52058;NUBANK;1628;982680,40
202310;1;MA;30379;SANTANDER;185;127141,87
202310;1;MA;51011;VOTORANTIM;10;8702,13
202310;1;MG;51750;BANCO SICOOB;55;48582,41
202310;1;MG;49906;BB;475;264927,35
202310;1;MG;30290;BMG;1580;1330132,20
202310;1;MG;10045;BRADESCO;858;587983,91
202310;1;MG;49944;BTG PACTUAL;1754;1389146,85
202310;1;MG;52072;C6 BANK;285;203754,14
202310;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1053;685224,85
202310;1;MG;66398496;CC CREDIARA LTDA.;1;655,76
202310;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;235,04
202310;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;3;3120,36
202310;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;3108,08
202310;1;MG;51884;INTER;6256;4612153,38
202310;1;MG;10069;ITAU;1390;974836,99
202310;1;MG;52058;NUBANK;5351;3520072,37
202310;1;MG;30379;SANTANDER;964;660786,43
202310;1;MG;51011;VOTORANTIM;56;38894,64
202310;1;MS;51750;BANCO SICOOB;10;6140,77
202310;1;MS;49906;BB;161;100970,19
202310;1;MS;30290;BMG;262;231872,29
202310;1;MS;10045;BRADESCO;349;262994,24
202310;1;MS;49944;BTG PACTUAL;495;410801,71
202310;1;MS;52072;C6 BANK;73;53060,60
202310;1;MS;51626;CAIXA ECONÔMICA FEDERAL;277;198718,31
202310;1;MS;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;920,68
202310;1;MS;51884;INTER;853;648029,21
202310;1;MS;10069;ITAU;172;123117,89
202310;1;MS;52058;NUBANK;1652;1134682,89
202310;1;MS;30379;SANTANDER;246;180411,78
202310;1;MS;51011;VOTORANTIM;21;18831,57
202310;1;MT;51750;BANCO SICOOB;7;10206,52
202310;1;MT;49906;BB;141;97026,94
202310;1;MT;30290;BMG;181;144010,44
202310;1;MT;10045;BRADESCO;171;142842,81
202310;1;MT;49944;BTG PACTUAL;372;325406,30
202310;1;MT;52072;C6 BANK;60;48339,07
202310;1;MT;51626;CAIXA ECONÔMICA FEDERAL;110;96357,02
202310;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;2692,01
202310;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;2042,25
202310;1;MT;51884;INTER;628;534763,37
202310;1;MT;10069;ITAU;138;106924,42
202310;1;MT;52058;NUBANK;1116;804700,00
202310;1;MT;30379;SANTANDER;127;98112,16
202310;1;MT;3632872;SICOOB CREDISUL;1;760,85
202310;1;MT;51011;VOTORANTIM;28;25947,39
202310;1;PA;51750;BANCO SICOOB;2;4210,09
202310;1;PA;49906;BB;219;110186,78
202310;1;PA;30290;BMG;289;221045,52
202310;1;PA;10045;BRADESCO;322;214046,71
202310;1;PA;49944;BTG PACTUAL;606;436410,02
202310;1;PA;52072;C6 BANK;77;48465,17
202310;1;PA;51626;CAIXA ECONÔMICA FEDERAL;276;154277,68
202310;1;PA;51884;INTER;1459;1019077,14
202310;1;PA;10069;ITAU;308;220946,60
202310;1;PA;52058;NUBANK;2396;1417858,79
202310;1;PA;30379;SANTANDER;322;200146,07
202310;1;PA;51011;VOTORANTIM;28;19796,07
202310;1;PB;49906;BB;172;98713,44
202310;1;PB;30290;BMG;268;226958,58
202310;1;PB;10045;BRADESCO;319;218482,30
202310;1;PB;49944;BTG PACTUAL;464;359129,13
202310;1;PB;52072;C6 BANK;40;31300,41
202310;1;PB;51626;CAIXA ECONÔMICA FEDERAL;250;161040,07
202310;1;PB;51884;INTER;957;750989,12
202310;1;PB;10069;ITAU;170;123355,14
202310;1;PB;52058;NUBANK;1437;932438,00
202310;1;PB;30379;SANTANDER;182;134742,05
202310;1;PB;51011;VOTORANTIM;14;8396,47
202310;1;PE;51750;BANCO SICOOB;4;4430,54
202310;1;PE;49906;BB;332;201576,86
202310;1;PE;30290;BMG;555;447915,35
202310;1;PE;10045;BRADESCO;652;447334,76
202310;1;PE;49944;BTG PACTUAL;922;682933,37
202310;1;PE;52072;C6 BANK;126;83395,90
202310;1;PE;51626;CAIXA ECONÔMICA FEDERAL;564;375390,93
202310;1;PE;4174720;CC SICOOB COOPEMAR;1;2256,10
202310;1;PE;51884;INTER;2115;1504792,82
202310;1;PE;10069;ITAU;608;431174,14
202310;1;PE;52058;NUBANK;3081;2019904,03
202310;1;PE;30379;SANTANDER;582;390020,63
202310;1;PE;51011;VOTORANTIM;27;23210,51
202310;1;PI;51750;BANCO SICOOB;2;685,98
202310;1;PI;49906;BB;247;160410,38
202310;1;PI;30290;BMG;187;153470,03
202310;1;PI;10045;BRADESCO;167;136795,23
202310;1;PI;49944;BTG PACTUAL;343;275603,08
202310;1;PI;52072;C6 BANK;50;37737,86
202310;1;PI;51626;CAIXA ECONÔMICA FEDERAL;204;173777,12
202310;1;PI;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;1039,09
202310;1;PI;51884;INTER;751;625174,61
202310;1;PI;10069;ITAU;117;80330,65
202310;1;PI;52058;NUBANK;1365;1021536,63
202310;1;PI;30379;SANTANDER;127;101426,11
202310;1;PI;51011;VOTORANTIM;13;7669,71
202310;1;PR;51750;BANCO SICOOB;26;15825,15
202310;1;PR;49906;BB;201;123111,18
202310;1;PR;30290;BMG;505;412917,33
202310;1;PR;10045;BRADESCO;490;312939,12
202310;1;PR;49944;BTG PACTUAL;1044;816293,47
202310;1;PR;52072;C6 BANK;222;133783,02
202310;1;PR;51626;CAIXA ECONÔMICA FEDERAL;447;294673,63
202310;1;PR;2466552;CC SICOOB VALE SUL;5;5849,06
202310;1;PR;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;678,62
202310;1;PR;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;514,63
202310;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;880,99
202310;1;PR;78862083;COOP NOVOS CAMPOS;1;1011,52
202310;1;PR;51884;INTER;1858;1417433,52
202310;1;PR;10069;ITAU;750;518030,40
202310;1;PR;52058;NUBANK;3075;1990796,75
202310;1;PR;30379;SANTANDER;468;305372,82
202310;1;PR;3632872;SICOOB CREDISUL;1;384,35
202310;1;PR;51011;VOTORANTIM;22;19786,98
202310;1;RJ;51750;BANCO SICOOB;16;12502,81
202310;1;RJ;49906;BB;473;256951,72
202310;1;RJ;30290;BMG;1297;1001563,99
202310;1;RJ;10045;BRADESCO;1733;1135623,62
202310;1;RJ;49944;BTG PACTUAL;2584;1932036,98
202310;1;RJ;52072;C6 BANK;591;383765,97
202310;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1271;807218,60
202310;1;RJ;51884;INTER;5427;3897512,67
202310;1;RJ;10069;ITAU;3236;2113743,57
202310;1;RJ;52058;NUBANK;9250;5576519,57
202310;1;RJ;30379;SANTANDER;2196;1430124,89
202310;1;RJ;51011;VOTORANTIM;78;59702,48
202310;1;RN;51750;BANCO SICOOB;1;532,19
202310;1;RN;49906;BB;207;119963,64
202310;1;RN;30290;BMG;210;178397,20
202310;1;RN;10045;BRADESCO;197;136968,78
202310;1;RN;49944;BTG PACTUAL;401;284828,60
202310;1;RN;52072;C6 BANK;56;36773,13
202310;1;RN;51626;CAIXA ECONÔMICA FEDERAL;179;125267,48
202310;1;RN;51884;INTER;844;634859,95
202310;1;RN;10069;ITAU;148;107066,01
202310;1;RN;52058;NUBANK;1211;807109,64
202310;1;RN;30379;SANTANDER;152;107229,16
202310;1;RN;51011;VOTORANTIM;18;15042,03
202310;1;RO;51750;BANCO SICOOB;5;5749,39
202310;1;RO;49906;BB;100;61486,52
202310;1;RO;30290;BMG;100;86660,41
202310;1;RO;10045;BRADESCO;115;90766,07
202310;1;RO;49944;BTG PACTUAL;217;198382,95
202310;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;9;8377,64
202310;1;RO;52072;C6 BANK;28;14157,15
202310;1;RO;51626;CAIXA ECONÔMICA FEDERAL;97;67721,58
202310;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;278,39
202310;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;38;49864,69
202310;1;RO;51884;INTER;405;352679,55
202310;1;RO;10069;ITAU;81;60106,48
202310;1;RO;52058;NUBANK;950;686431,91
202310;1;RO;30379;SANTANDER;105;83853,42
202310;1;RO;5203605;SICOOB AMAZÔNIA;1;603,07
202310;1;RO;3632872;SICOOB CREDISUL;10;9202,29
202310;1;RO;51011;VOTORANTIM;11;9937,55
202310;1;RR;49906;BB;28;13046,63
202310;1;RR;30290;BMG;23;14633,56
202310;1;RR;10045;BRADESCO;8;5322,03
202310;1;RR;49944;BTG PACTUAL;43;28937,32
202310;1;RR;52072;C6 BANK;7;6225,41
202310;1;RR;51626;CAIXA ECONÔMICA FEDERAL;25;17001,73
202310;1;RR;51884;INTER;100;73463,53
